id,code,state_id/id,country_id/id,name,municipality_id/id
res_city_py230,995,dpto_py2,base.py,"BELEN COSTA",paraguay_mun_id_05
res_city_py231,996,dpto_py2,base.py,"COL.E.R.GONZALEZ",paraguay_mun_id_05
res_city_py232,997,dpto_py2,base.py,"E.R.PEREIRA",paraguay_mun_id_05
res_city_py233,998,dpto_py2,base.py,"COL.GRAL.DIAZ",paraguay_mun_id_05
res_city_py234,999,dpto_py2,base.py,"CULI LOMA",paraguay_mun_id_05
res_city_py235,1000,dpto_py2,base.py,"FDO.DE LA MORA",paraguay_mun_id_05
res_city_py236,1001,dpto_py2,base.py,"FERROCARRIL NORTE",paraguay_mun_id_05
res_city_py237,1002,dpto_py2,base.py,"ITA CORA",paraguay_mun_id_05
res_city_py238,1003,dpto_py2,base.py,"LEMO",paraguay_mun_id_05
res_city_py239,1004,dpto_py2,base.py,"LOMA PYTA",paraguay_mun_id_05
res_city_py240,1005,dpto_py2,base.py,"PASO URUNDEY",paraguay_mun_id_05
res_city_py241,1006,dpto_py2,base.py,"PEGUAJHO LOMA",paraguay_mun_id_05
res_city_py242,1007,dpto_py2,base.py,"PEGUAJHO MI",paraguay_mun_id_05
res_city_py243,1008,dpto_py2,base.py,"REQUEJO",paraguay_mun_id_05
res_city_py244,1009,dpto_py2,base.py,"TORALES CUE",paraguay_mun_id_05
res_city_py245,1010,dpto_py2,base.py,"TORRES CUE",paraguay_mun_id_05
res_city_py246,1011,dpto_py2,base.py,"TORIN CUE",paraguay_mun_id_05
res_city_py247,1012,dpto_py2,base.py,"URUNDEY",paraguay_mun_id_05
res_city_py248,1013,dpto_py2,base.py,"YBYRA PETEI",paraguay_mun_id_05
res_city_py249,6227,dpto_py2,base.py,"COL.F.DE LA MORA",paraguay_mun_id_05
res_city_py250,1014,dpto_py2,base.py,"LORETO",paraguay_mun_id_06
res_city_py251,1015,dpto_py2,base.py,"AQUIDABAN",paraguay_mun_id_06
res_city_py252,1016,dpto_py2,base.py,"C. MARIA AUXILIADORA",paraguay_mun_id_06
res_city_py253,1017,dpto_py2,base.py,"C.SAN ALFREDO",paraguay_mun_id_06
res_city_py254,1018,dpto_py2,base.py,"CAÑADA",paraguay_mun_id_06
res_city_py255,1019,dpto_py2,base.py,"CNEL.EDUARDO SANCHEZ",paraguay_mun_id_06
res_city_py256,1020,dpto_py2,base.py,"COL.CNEL.MARTINEZ",paraguay_mun_id_06
res_city_py257,1021,dpto_py2,base.py,"COL.COE PORA",paraguay_mun_id_06
res_city_py258,1022,dpto_py2,base.py,"COL.GRAL.DIAZ",paraguay_mun_id_06
res_city_py259,1023,dpto_py2,base.py,"COL.R.L.PETTIT",paraguay_mun_id_06
res_city_py260,1024,dpto_py2,base.py,"COL.RECONSTRUCCION",paraguay_mun_id_06
res_city_py261,1025,dpto_py2,base.py,"COE PORA",paraguay_mun_id_06
res_city_py262,1026,dpto_py2,base.py,"DOMINGO NIGO",paraguay_mun_id_06
res_city_py263,1027,dpto_py2,base.py,"DOMINGO VIEJO",paraguay_mun_id_06
res_city_py264,1028,dpto_py2,base.py,"DOMINGUEZ",paraguay_mun_id_06
res_city_py265,1029,dpto_py2,base.py,"ESTANCIA AGUAI",paraguay_mun_id_06
res_city_py266,1030,dpto_py2,base.py,"FDO.DE LA MORA",paraguay_mun_id_06
res_city_py267,1031,dpto_py2,base.py,"GRAL.DIAZ",paraguay_mun_id_06
res_city_py268,1032,dpto_py2,base.py,"ISLERIA",paraguay_mun_id_06
res_city_py269,1033,dpto_py2,base.py,"JHUGUA BARRETO",paraguay_mun_id_06
res_city_py270,1034,dpto_py2,base.py,"JHUGUA MARIN",paraguay_mun_id_06
res_city_py271,1035,dpto_py2,base.py,"JHUGUA RIVAS",paraguay_mun_id_06
res_city_py272,1036,dpto_py2,base.py,"JHUGUA TORALES",paraguay_mun_id_06
res_city_py273,1037,dpto_py2,base.py,"JOSE BERGES",paraguay_mun_id_06
res_city_py274,1038,dpto_py2,base.py,"LAGUNA",paraguay_mun_id_06
res_city_py275,1039,dpto_py2,base.py,"PASO VEGA",paraguay_mun_id_06
res_city_py276,1040,dpto_py2,base.py,"POTRERO LAGUNA",paraguay_mun_id_06
res_city_py277,1041,dpto_py2,base.py,"SAN ALFONSO",paraguay_mun_id_06
res_city_py278,1042,dpto_py2,base.py,"TACUARITA",paraguay_mun_id_06
res_city_py279,1043,dpto_py2,base.py,"UGARTE CUE",paraguay_mun_id_06
res_city_py280,1044,dpto_py2,base.py,"YCUA PORA",paraguay_mun_id_06
res_city_py281,1045,dpto_py2,base.py,"YCUA SARA",paraguay_mun_id_06
res_city_py282,1046,dpto_py2,base.py,"HORQUETA",paraguay_mun_id_07
res_city_py283,1047,dpto_py2,base.py,"AGA GUYJHO",paraguay_mun_id_07
res_city_py284,1048,dpto_py2,base.py,"AGAGUIGO",paraguay_mun_id_07
res_city_py285,1049,dpto_py2,base.py,"AGUARA",paraguay_mun_id_07
res_city_py286,1050,dpto_py2,base.py,"AGUSTIN DE PINEDO",paraguay_mun_id_07
res_city_py287,1051,dpto_py2,base.py,"AGUERITO",paraguay_mun_id_07
res_city_py288,1052,dpto_py2,base.py,"ALAZAN",paraguay_mun_id_07
res_city_py289,1053,dpto_py2,base.py,"ANGELITO",paraguay_mun_id_07
res_city_py290,1054,dpto_py2,base.py,"ANGUA RUGUA",paraguay_mun_id_07
res_city_py291,1055,dpto_py2,base.py,"ARROYITO",paraguay_mun_id_07
res_city_py292,1056,dpto_py2,base.py,"ARROYO BLANCO",paraguay_mun_id_07
res_city_py293,1057,dpto_py2,base.py,"ARROYO CALE",paraguay_mun_id_07
res_city_py294,1058,dpto_py2,base.py,"ARROYO PRIMOR",paraguay_mun_id_07
res_city_py295,1059,dpto_py2,base.py,"ARROYO DE ORO",paraguay_mun_id_07
res_city_py296,1060,dpto_py2,base.py,"AZOTEY",paraguay_mun_id_07
res_city_py297,1061,dpto_py2,base.py,"BALAS CUE",paraguay_mun_id_07
res_city_py298,1062,dpto_py2,base.py,"BARRERITO",paraguay_mun_id_07
res_city_py299,1063,dpto_py2,base.py,"BELEN CUE",paraguay_mun_id_07
res_city_py300,1064,dpto_py2,base.py,"BONETE VILLALBA CUE",paraguay_mun_id_07
res_city_py301,1065,dpto_py2,base.py,"BONITA",paraguay_mun_id_07
res_city_py302,1066,dpto_py2,base.py,"BUENA VISTA",paraguay_mun_id_07
res_city_py303,1067,dpto_py2,base.py,"C.EXCOMBATIENTES",paraguay_mun_id_07
res_city_py304,1068,dpto_py2,base.py,"CAAGATA",paraguay_mun_id_07
res_city_py305,1069,dpto_py2,base.py,"CAPIIBARY",paraguay_mun_id_07
res_city_py306,1070,dpto_py2,base.py,"CAPUSY SARY",paraguay_mun_id_07
res_city_py307,1071,dpto_py2,base.py,"CARAGUATAY",paraguay_mun_id_07
res_city_py308,1072,dpto_py2,base.py,"CAROLINA",paraguay_mun_id_07
res_city_py309,1073,dpto_py2,base.py,"CAROVENI VIEJO",paraguay_mun_id_07
res_city_py310,1074,dpto_py2,base.py,"CAA YATA",paraguay_mun_id_07
res_city_py311,1075,dpto_py2,base.py,"CAÑADA",paraguay_mun_id_07
res_city_py312,1076,dpto_py2,base.py,"CERRITO",paraguay_mun_id_07
res_city_py313,1077,dpto_py2,base.py,"CERRO MEMBY",paraguay_mun_id_07
res_city_py314,1078,dpto_py2,base.py,"CERRO SARAMBY",paraguay_mun_id_07
res_city_py315,1079,dpto_py2,base.py,"COL.CUARTELERO",paraguay_mun_id_07
res_city_py316,1080,dpto_py2,base.py,"COL.H.MENDOZA",paraguay_mun_id_07
res_city_py317,1081,dpto_py2,base.py,"COL.J. M. FRUTOS",paraguay_mun_id_07
res_city_py318,1082,dpto_py2,base.py,"COL. JOSE BERGES",paraguay_mun_id_07
res_city_py319,1083,dpto_py2,base.py,"COMPAÑIA AGAGUIGO",paraguay_mun_id_07
res_city_py320,1084,dpto_py2,base.py,"COSTA CLAVEL",paraguay_mun_id_07
res_city_py321,1085,dpto_py2,base.py,"CUERO FRESCO",paraguay_mun_id_07
res_city_py322,1086,dpto_py2,base.py,"CURUZU",paraguay_mun_id_07
